graph_order,acronym,name,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh,acronym
1728,spl,spinal lemniscus,spinal lemniscus in hindbrain,slh,DHBA:12784,#F2F1F0,1923,128,128,0,1,1,1,spl
1729,spb,spinobulbar tract,spinobulbar tract,spb,DHBA:12785,#F2F1F0,1924,0,0,128,1,1,1,spb
1730,sphy,spinohypothalamic tract,spinohypothalamic tract,sphy,DHBA:12786,#F2F1F0,1925,170,110,40,1,1,1,sphy
1731,spme,spinomesencephalic tract,spinomesencephalic tract,spme,DHBA:12787,#F2F1F0,1926,0,130,200,1,1,1,spme
1732,spre,spinoreticular tract,spinoreticular tract,spre,DHBA:12788,#F2F1F0,1927,170,110,40,1,1,1,spre
1733,spth,spinothalamic tract,spinothalamic tract,spth,DHBA:12789,#F2F1F0,1928,128,128,0,1,1,1,spth
1734,spve,spinovestibular tract,spinovestibular tract,spve,DHBA:12790,#F2F1F0,1929,170,110,40,1,1,1,spve
1735,tbu,tectobulbar tract,tectobulbar tract,tbu,DHBA:12791,#F2F1F0,1930,230,25,75,1,1,1,tbu
1736,spol,spino-olivary tract,spino-olivary tract,spol,DHBA:12793,#F2F1F0,1932,230,25,75,1,1,1,spol
1737,szt,stratum zonale of thalamus,stratum zonale of thalamus,szt,DHBA:12085,#F2F1F0,253,240,50,230,1,1,1,szt
1738,sm4V,stria medulares of the fourth ventricle,stria medulares of the fourth ventricle,sm4V,DHBA:12822,#F2F1F0,254,250,190,212,1,1,1,sm4V
1739,sni,strionigral tract,strionigral tract,sni,DHBA:12087,#F2F1F0,1935,245,130,48,1,1,1,sni
1740,spa,striopallidal tract,striopallidal tract,spa,DHBA:12086,#F2F1F0,1936,128,0,0,1,1,1,spa
1741,sth,striothalamic tract,striothalamic tract,sth,DHBA:12088,#F2F1F0,1937,60,180,75,1,1,1,sth
1742,sthf,subthalamic fasciculus,subthalamic fasciculus,sthf,DHBA:12089,#F2F1F0,1939,128,0,0,1,1,1,sthf
1743,sprs,superficial presubicular path,superficial presubicular path,sprs,DHBA:266441637,#F2F1F0,1940,210,245,60,1,1,1,sprs
1744,slf,superior longitudinal fasciculus,superior longitudinal fasciculus,slf,DHBA:10592,#F2F1F0,1941,240,50,230,1,1,1,slf
1745,slf-m,"superior longitudinal fasciculus, medial portion","superior longitudinal fasciculus, medial portion",slf-m,DHBA:266441641,#F2F1F0,1942,0,128,128,1,1,1,slf-m
1746,slf-i,"superior longitudinal fasciculus, intermediate portion","superior longitudinal fasciculus, intermediate portion",slf-i,DHBA:266441645,#F2F1F0,1943,60,180,75,1,1,1,slf-i
1747,slf-l,"superior longitudinal fasciculus, lateral portion","superior longitudinal fasciculus, lateral portion",slf-l,DHBA:266441649,#F2F1F0,1944,255,250,200,1,1,1,slf-l
1748,tbu,"tectobulbar tract, midbrain portion",tectobulbar tract,tbu,DHBA:12791,#F2F1F0,1930,230,25,75,1,1,1,tbu
1749,tcb,tectocerebellar fibers,tectocerebellar fibers,tcb,DHBA:12360,#F2F1F0,1946,70,240,240,1,1,1,tcb
1750,tol,tecto-olivary fibers,tecto-olivary fibers,tol,DHBA:12363,#F2F1F0,1947,0,130,200,1,1,1,tol
1751,tpn,tectopontine tract,tectopontine tract,tpn,DHBA:12364,#F2F1F0,1948,255,215,180,1,1,1,tpn
1752,tsp,tectospinal tract,tectospinal tract,tsp,DHBA:12794,#F2F1F0,1949,0,130,200,1,1,1,tsp
1753,tpb,temporopulvinar bundle,temporopulvinar bundle,tpul,DHBA:266441653,#F2F1F0,255,210,245,60,1,1,1,tpb
1754,thf,thalamic fasciculus,thalamic fasciculus,thf,DHBA:10593,#F2F1F0,1950,0,130,200,1,1,1,thf
1755,thpa,thalamopallidal tract,thalamopallidal tract,thpa,DHBA:12090,#F2F1F0,1951,210,245,60,1,1,1,thpa
1756,thst,thalamostriate tract,thalamostriate tract,thst,DHBA:12091,#F2F1F0,1952,60,180,75,1,1,1,thst
1757,tfp,transverse fibers,transverse fibers of pons,tfp,DHBA:12795,#F2F1F0,480,245,130,48,1,1,1,tfp
1758,tri5,trigeminothalamic tract,trigeminothalamic tract,tri5,DHBA:12797,#F2F1F0,1953,220,190,255,1,1,1,tri5
1759,tuin,tuberoinfundibular path,tuberoinfundibular path,tuin,DHBA:12092,#F2F1F0,1954,255,250,200,1,1,1,tuin
1760,unf,uncinate fasciculus,uncinate fasciculus,unf,DHBA:10594,#F2F1F0,1955,255,250,200,1,1,1,unf
1761,ubcb,uncinate (hooked) bundle of cerebellum,uncinate (hooked) bundle of cerebellum,ubcb,DHBA:266441725,#F2F1F0,1956,220,190,255,1,1,1,ubcb
1762,vexf,ventral external fibers in hindbrain,ventral external fibers,vexf,DHBA:12799,#F2F1F0,1957,70,240,240,1,1,1,vexf
1763,vtg,ventral tegmental tract in bindbrain,ventral tegmental tract,vtg,DHBA:12802,#F2F1F0,1958,145,30,180,1,1,1,vtg
1764,vamy,ventral amygdaloid efferent path,ventral amygdaloid efferent path,vamy,DHBA:12093,#F2F1F0,1959,128,128,0,1,1,1,vamy
1765,vcsp,ventral corticospinal tract,ventral corticospinal tract,vcsp,DHBA:12798,#F2F1F0,1960,128,128,0,1,1,1,vcsp
1766,vresp,ventral reticulospinal tract,ventral reticulospinal tract,vresp,DHBA:12800,#F2F1F0,1961,245,130,48,1,1,1,vresp
1767,vscb,ventral spinocerebellar tract,ventral spinocerebellar tract,vscb,DHBA:12801,#F2F1F0,1962,0,130,200,1,1,1,vscb
1768,vtth,ventral trigeminothalamic tract,ventral trigeminothalamic tract,vtth,DHBA:12803,#F2F1F0,1963,128,128,128,1,1,1,vtth
1769,vof,vertical occipital fasciculus,,,DHBA:AA30496,,1964,128,0,0,1,1,1,vof
1770,veme,vestibulomesencephalic tract,vestibulomesencephalic tract,veme,DHBA:12804,#F2F1F0,1965,60,180,75,1,1,1,veme
1771,vn,vomeronasal nerve,,,DHBA:AA30497,,1966,255,225,25,1,1,1,vn
1772,BrSS,surface structures (landmarks) of brain,,,DHBA:AA30498,,1968,245,130,48,1,1,1,BrSS
1773,FBSS,surface structures (landmarks) of forebrain,surface structures of forebrain,FSS,DHBA:10609,#C8C9CA,271,170,110,40,1,1,1,FBSS
1774,ces,cerebral sulci,cerebral sulci,CeS,DHBA:10610,#6D6E70,272,230,25,75,1,1,1,ces
1775,bas,basic sulci,basilar sulcus,bas,DHBA:12857,#6D6E70,1969,210,245,60,1,1,1,bas
1776,hf,hippocampal fissure,hippocampal fissure,hf,DHBA:10619,#6D6E70,289,144,81,83,1,1,1,hf
1777,lof,longitudinal fissure,longitudinal fissure,los,DHBA:10622,#6D6E70,295,210,245,60,1,1,1,lof
1778,trf,transverse cerebral  fissure,transverse cerebral  fissure,tranf,DHBA:12110,#6D6E70,307,145,30,180,1,1,1,trf
1779,cals,callosal sulcus,callosal sulcus,cals,DHBA:10613,#6D6E70,279,208,118,46,1,1,1,cals
1780,rscol,rhinal-collateral sulcus,,,DHBA:AA30499,,1970,0,130,200,1,1,1,rscol
1781,rs,rhinal sulcus (rostral collateral sulcus),rhinal sulcus,rs,DHBA:10636,#6D6E70,317,200,2,226,1,1,1,rs
1782,cols,(caudal) collateral sulcus (medial occipitotemporal sulcus),collateral sulcus,cols,DHBA:10618,#6D6E70,286,242,208,88,1,1,1,cols
1783,ols,olfactory sulcus,olfactory sulcus,ols,DHBA:10624,#6D6E70,297,250,55,140,1,1,1,ols
1784,las,lateral (sylvian) sulcus (fissure),lateral (sylvian) fissure,las,DHBA:10621,#6D6E70,291,109,236,167,1,1,1,las
1785,las-h,"lateral fissure, horizontal (rostral) ramus",,,DHBA:AA30500,,1971,128,128,0,1,1,1,las-h
1786,las-a,"lateral fissure, ascending (middle) ramus",,,DHBA:AA30501,,1972,255,215,180,1,1,1,las-a
1787,las-m,"lateral fissure, main (caudal) ramus","lateral fissure, middle (ascending) ramus",las-m,DHBA:12108,#6D6E70,293,133,151,156,1,1,1,las-m
1788,mas,main sulci,primary sulci,PriS,DHBA:10611,#6D6E70,273,170,255,195,1,1,1,mas
1789,cas,calcarine sulcus (fissure),calcarine fissure,cas,DHBA:10612,#6D6E70,274,23,107,237,1,1,1,cas
1790,cas-r,rostral (common) portion of calcarine sulcus,rostral (common) portion of calcarine fissure,cas-r,DHBA:13217,#6D6E70,275,236,18,59,1,1,1,cas-r
1791,cas-c,caudal portion of calcarine sulcus,caudal portion of calcarine fissure,cas-c,DHBA:13218,#6D6E70,276,208,122,76,1,1,1,cas-c
1792,cas-cs,superior ramus of caudal calcarine sulcus,superior ramus of caudal calcarine fissure,cas-cs,DHBA:13219,#6D6E70,277,145,175,49,1,1,1,cas-cs
1793,cas-ci,inferior ramus of caudal calcarine sulcus,inferior ramus of caudal calcarine fissure,cas-ci,DHBA:13220,#6D6E70,278,95,221,155,1,1,1,cas-ci
1794,sts,superior (dorsal) temporal sulcus,superior temporal sulcus,sts,DHBA:10629,#6D6E70,306,160,137,176,1,1,1,sts
1795,sts-as,"superior temporal sulcus, mid-ascending branch",,,DHBA:AA30502,,1973,230,25,75,1,1,1,sts-as
1796,sts-cp,"superior temporal sulcus, caudal parietal extension",,,DHBA:AA30503,,1974,170,255,195,1,1,1,sts-cp
1797,its,inferior temporal sulcus (middle temporal sulcus),inferior temporal sulcus,its,DHBA:10632,#6D6E70,309,248,22,63,1,1,1,its
1798,its-r,"inferior temporal sulcus, rostral portion (anterior middle temporal sulcus)",,,DHBA:AA30504,,1975,128,0,0,1,1,1,its-r
1799,its-c,"inferior temporal sulcus, caudal portion (posterior middle temporal sulcus)",,,DHBA:AA30505,,1976,240,50,230,1,1,1,its-c
1800,cs,central sulcus,central sulcus,cs,DHBA:10614,#6D6E70,280,199,73,203,1,1,1,cs
1801,pos,parietooccipital sulcus,parietooccipital fissure,pos,DHBA:10626,#6D6E70,302,91,9,211,1,1,1,pos
1802,pos-le,"parietooccipital fissure, lateral extension","parietooccipital fissure, lateral extension",pos-le,DHBA:146034780,#6D6E70,303,125,148,61,1,1,1,pos-le
1803,ips,intraparietal sulcus,intraparietal sulcus,ips,DHBA:10620,#6D6E70,290,87,55,103,1,1,1,ips
1804,cis,cingulate sulcus,cingulate sulcus,cis,DHBA:10615,#6D6E70,281,72,244,81,1,1,1,cis
1805,cis-mr,marginal ramus of cingulate sulcus,marginal ramus of cis,mr,DHBA:10616,#6D6E70,282,0,0,128,1,1,1,cis-mr
1806,csr,circular sulcus of Reil,circular sulcus of Reil,csr,DHBA:10617,#6D6E70,283,241,109,138,1,1,1,csr
1807,csr-u,upper limiting sulcus of csr,upper limiting sulcus,csr-u,DHBA:13341,#6D6E70,284,57,4,22,1,1,1,csr-u
1808,csr-l,lower limiting sulcus of csr,lower limiting sulcus,csr-l,DHBA:13342,#6D6E70,285,171,38,239,1,1,1,csr-l
1809,ots,occipitotemporal sulcus (lateral occipitotemporal sulcus),occipitotemporal sulcus,ots,DHBA:10623,#6D6E70,296,192,74,165,1,1,1,ots
1810,ros,rostral sulcus,rostral sulcus,ros,DHBA:146034836,#6D6E70,318,40,223,188,1,1,1,ros
1811,ros-s,superior rostral sulcus,superior rostral sulcus,ros-s,DHBA:146034840,#6D6E70,1977,250,190,212,1,1,1,ros-s
1812,ros-i,inferior rostral sulcus,inferior rostral sulcus,ros-i,DHBA:146034844,#6D6E70,1978,230,25,75,1,1,1,ros-i
1813,ifs,inferior frontal sulcus,inferior frontal sulcus,ifs,DHBA:10631,#6D6E70,308,191,209,82,1,1,1,ifs
1814,sfs,superior frontal sulcus,superior frontal sulcus,sfs,DHBA:10639,#6D6E70,321,116,67,244,1,1,1,sfs
1815,ios,inferior occipital sulcus,inferior occipital sulcus,ios,DHBA:146034800,#6D6E70,311,137,164,180,1,1,1,ios
1816,ors,orbital sulcus,orbital sulcus,ors,DHBA:10625,#6D6E70,298,86,187,42,1,1,1,ors
1817,ors-m,medial orbital sulcus,medial orbital sulcus,ors-m,DHBA:13221,#6D6E70,299,94,107,184,1,1,1,ors-m
1818,ors-i,intermediate orbital sulcus,,,DHBA:AA30506,,1979,245,130,48,1,1,1,ors-i
1819,ors-ir,"intermediate orbital sulcus, rostral portion",,,DHBA:AA30507,,1980,145,30,180,1,1,1,ors-ir
1820,ors-ic,"intermediate orbital sulcus, caudal portion",,,DHBA:AA30508,,1981,0,130,200,1,1,1,ors-ic
1821,ors-l,lateral orbital sulcus,lateral orbital sulcus,ors-l,DHBA:13222,#6D6E70,300,153,135,252,1,1,1,ors-l
1822,ors-t,transverse (arcuate) orbital sulcus,transverse orbital sulcus,ors-t,DHBA:13223,#6D6E70,301,209,3,142,1,1,1,ors-t
1823,pocs,postcentral sulcus,postcentral sulcus,pocs,DHBA:10627,#6D6E70,304,181,151,114,1,1,1,pocs
1824,prcs,precentral sulcus,precentral sulcus,prcs,DHBA:10628,#6D6E70,305,182,1,3,1,1,1,prcs
1825,pacis,paracingulate sulcus,paracingulate sulcus,pacis,DHBA:10634,#6D6E70,314,58,152,185,1,1,1,pacis
1826,sps,subparietal (splenial) sulcus,subparietal (splenial) sulcus,sps,DHBA:10638,#6D6E70,320,54,132,68,1,1,1,sps
1827,phligs,parahippocampo-lingual sulcus,parahippocampo-ligual sulcus,phligs,DHBA:146034820,#6D6E70,315,70,6,62,1,1,1,phligs
1828,us,uncal sulcus,uncal sulcus,us,DHBA:10641,#6D6E70,325,5,213,130,1,1,1,us
1829,lus,lunate sulcus,lunate sulcus,lus,DHBA:146034812,#6D6E70,1982,128,128,128,1,1,1,lus
1830,pols,parolfactory sulcus,,,DHBA:AA30509,,1983,0,0,128,1,1,1,pols
1831,prin,precentral sulcus of insula,precentral sulcus of insula,prin,DHBA:13343,#6D6E70,1984,0,0,128,1,1,1,prin
1832,poin,postcentral sulcus of insula,postcentral sulcus of insula,poin,DHBA:13344,#6D6E70,1985,128,128,0,1,1,1,poin
1833,tts,transverse temporal sulcus,transverse temporal sulcus,tts,DHBA:146034852,#6D6E70,323,172,110,194,1,1,1,tts
1834,tts-le,lateral extension of transverse temporal sulcus,lateral extension of transverse temporal sulcus,tts-le,DHBA:146034868,#6D6E70,1986,145,30,180,1,1,1,tts-le
1835,ps,principal sulcus (macaque),,,DHBA:AA30510,,1987,0,128,128,1,1,1,ps
1836,ars,arcuate sulcus (macaque),,,DHBA:AA30511,,1988,145,30,180,1,1,1,ars
1837,ars-s,superior ramus of arcuate sulcus,,,DHBA:AA30512,,1989,220,190,255,1,1,1,ars-s
1838,ars-i,inferior ramus of arcuate sulcus,,,DHBA:AA30513,,1990,255,215,180,1,1,1,ars-i
1839,ecas,external calcarine sulcus,,,DHBA:AA30514,,1991,128,0,0,1,1,1,ecas
1840,prn,preoccipital notch,preoccipital notch,PrN,DHBA:10645,#6D6E70,1992,255,225,25,1,1,1,prn
1841,tpuj,temporopolar uncal junction,temporopolar uncal junction,TPUJ,DHBA:10646,#D0D0D1,1993,255,215,180,1,1,1,tpuj
1842,tn,tentorial notch,tentorial notch,TN,DHBA:12180,#6D6E70,1994,255,215,180,1,1,1,tn
1843,pss,pseudosylvian sulcus,,,DHBA:AA30515,,1995,70,240,240,1,1,1,pss
1844,ecs,ectosylvian sulcus,,,DHBA:AA30516,,1996,70,240,240,1,1,1,ecs
1845,recs,rostral ectosylvian sulcus,,,DHBA:AA30517,,1997,170,110,40,1,1,1,recs
1846,cecs,caudal ectosylvian sulcus,,,DHBA:AA30518,,1998,60,180,75,1,1,1,cecs
1847,sss,suprasylvian sulcus,,,DHBA:AA30519,,1999,250,190,212,1,1,1,sss
1848,ssp,postsylvian sulcus,,,DHBA:AA30520,,2000,255,225,25,1,1,1,ssp
1849,dls,(dorso)lateral sulcus,,,DHBA:AA30521,,2001,145,30,180,1,1,1,dls
1850,mls,mediolateral sulcus,medial longitudinal stria,mls,DHBA:12066,#F2F1F0,1889,170,255,195,1,1,1,mls
1851,dgs,diagonal sulcus,,,DHBA:AA30522,,2003,0,128,128,1,1,1,dgs
1852,crs,cruciate sulcus,,,DHBA:AA30523,,2004,128,128,0,1,1,1,crs
1853,cns,coronal sulcus,,,DHBA:AA30524,,2005,245,130,48,1,1,1,cns
1854,ass,ans(e)ate sulcus,,,DHBA:AA30525,,2006,0,130,200,1,1,1,ass
1855,sos,superior orbital sulcus,,,DHBA:AA30526,,2007,70,240,240,1,1,1,sos
1856,mgs,marginal sulcus,,,DHBA:AA30527,,2008,245,130,48,1,1,1,mgs
1857,cmg,caudal marginal sulcus,,,DHBA:AA30528,,2009,170,255,195,1,1,1,cmg
1858,edms,endomarginal sulcus,,,DHBA:AA30529,,2010,128,128,128,1,1,1,edms
1859,etms,entomarginal sulcus,,,DHBA:AA30530,,2011,145,30,180,1,1,1,etms
1860,spls,splenial sulcus,,,DHBA:AA30531,,2012,0,128,128,1,1,1,spls
1861,prss,presylvian sulcus,,,DHBA:AA30532,,2013,60,180,75,1,1,1,prss
1862,CeG,cerebral gyri and lobules (vary greatly across species),cerebral gyri and lobules,CeG,DHBA:12112,#DFCECE,1,137,180,43,1,1,1,CeG
1863,FroL,frontal lobe,frontal lobe,FroL,DHBA:12113,#F2E5BB,2,2,74,122,1,1,1,FroL
1864,PrCG,precentral gyrus,precentral gyrus,PrCG,DHBA:12114,#EDCF37,3,176,25,18,1,1,1,PrCG
1865,SFG,superior frontal gyrus,superior frontal gyrus,SFG,DHBA:12115,#D4B235,4,226,177,54,1,1,1,SFG
1866,MFG,middle frontal gyrus,middle frontal gyrus,MFG,DHBA:12116,#D4B235,5,208,149,200,1,1,1,MFG
1867,IFG,inferior frontal gyrus,inferior frontal gyrus,IFG,DHBA:12117,#C2A335,6,24,125,52,1,1,1,IFG
1868,IFGtr,"inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part",IFGtr,DHBA:12118,#C2A335,7,204,110,71,1,1,1,IFGtr
1869,IFGop,"inferior frontal gyrus, opercular part","inferior frontal gyrus, opercular part",IFGop,DHBA:12119,#C2A335,8,154,47,248,1,1,1,IFGop
1870,FP,frontal pole,frontal pole,FP,DHBA:146034888,#EAD180,76,149,62,149,1,1,1,FP
1871,FMG,frontomarginal gyrus,frontomarginal gyrus,FMG,DHBA:146034884,#EECF38,75,171,137,36,1,1,1,FMG
1872,ReG,rectus gyrus,gyrus rectus (straight gyrus),ReG,DHBA:12121,#B8A26D,10,200,118,81,1,1,1,ReG
1873,RoG,rostral gyrus,rostral gyrus,RoG,DHBA:146034876,#B8A26D,74,26,83,152,1,1,1,RoG
1874,OrG,orbital gyri,,,DHBA:AA30533,,2014,210,245,60,1,1,1,OrG
1875,MOrG,medial orbital gyrus,medial orbital gyrus,MOrG,DHBA:12122,#CAB781,11,139,146,225,1,1,1,MOrG
1876,AOrG,anterior intermediate orbital gyrus,anterior intermediate orbital gyrus,AOrG,DHBA:12123,#CAB781,12,238,19,210,1,1,1,AOrG
1877,POrG,posterior intermediate orbital gyrus,posterior intermediate orbital gyrus,POrG,DHBA:12124,#CAB781,13,67,104,41,1,1,1,POrG
1878,LOrG,lateral orbital gyrus,lateral orbital gyrus,LOrG,DHBA:12125,#AB9158,14,52,182,189,1,1,1,LOrG
1879,PCLr,"paracentral lobule, rostral part","paracentral lobule, rostral part",PCLr,DHBA:12126,#EDCF37,15,183,37,140,1,1,1,PCLr
1880,FrO,frontal operculum,frontal operculum,FrO,DHBA:12127,#C2A335,16,224,82,147,1,1,1,FrO
1881,PoCG,postcentral gyrus,postcentral gyrus,PoCG,DHBA:12132,#EC813B,21,47,196,62,1,1,1,PoCG
1882,PaCG,paracingulate gyrus,paracingulate gyrus,PaCG,DHBA:146034872,#EAA6AF,73,220,205,120,1,1,1,PaCG
1883,CgGr,"cingulate gyrus, rostral (anterior) part","cingulate gyrus, rostral (anterior) part",CgGr,DHBA:12157,#E26880,46,226,12,152,1,1,1,CgGr
1884,SCG,subcallosal (subgenual) gyrus (parolfactory gyrus),subcallosal gyrus (parolfactory gyrus),SCG,DHBA:12160,#E26880,49,38,217,220,1,1,1,SCG
1885,PTG,paraterminal gyrus,paraterminal gyrus,PTG,DHBA:12161,#E26880,50,10,41,68,1,1,1,PTG
1886,DLPG,dorsolateral prefrontal gyrus,,,DHBA:AA30534,,2015,70,240,240,1,1,1,DLPG
1887,VLPG,ventrolateral prefrontal gyrus,,,DHBA:AA30535,,2016,170,255,195,1,1,1,VLPG
1888,PRG,prorean gyrus,perirhinal gyrus ( rostral part of FuGt),PRG,DHBA:146034892,#D55C92,2017,145,30,180,1,1,1,PRG
1889,DAG,diagonal gyrus,,,DHBA:AA30536,,2018,220,190,255,1,1,1,DAG
1890,PCrG,precruciate gyrus,,,DHBA:AA30537,,2019,250,190,212,1,1,1,PCrG
1891,PCrGr,rostral precruciate gyrus,,,DHBA:AA30538,,2020,170,255,195,1,1,1,PCrGr
1892,PCrGc,caudal precruciate gyrus,,,DHBA:AA30539,,2021,250,190,212,1,1,1,PCrGc
1893,RCG,rostral composite gyrus,,,DHBA:AA30540,,2022,255,215,180,1,1,1,RCG
1894,COG,coronal gyrus,,,DHBA:AA30541,,2023,0,130,200,1,1,1,COG
1895,GeG,genual gyrus,,,DHBA:AA30542,,2024,245,130,48,1,1,1,GeG
1896,FRG,frontal gyrus,,,DHBA:AA30543,,2025,245,130,48,1,1,1,FRG
1897,ParL,parietal lobe,parietal lobe,ParL,DHBA:12131,#F0DABE,20,73,108,171,1,1,1,ParL
1898,SPL,superior parietal lobule (gyrus),supraparietal lobule,SPL,DHBA:12133,#E49C33,22,170,243,66,1,1,1,SPL
1899,IPL,inferior parietal lobule (gyrus),inferior parietal lobule,IPL,DHBA:12134,#D38E32,23,125,57,55,1,1,1,IPL
1900,SMG,supramarginal gyrus,supramarginal gyrus,SMG,DHBA:12135,#D38E32,24,27,88,91,1,1,1,SMG
1901,AnG,angular gyrus,angular gyrus,AnG,DHBA:12136,#D38E32,25,78,51,246,1,1,1,AnG
1902,PrCun,precuneaus (gyrus),precuneus,PrCun,DHBA:12137,#E49C33,26,75,140,53,1,1,1,PrCun
1903,PCLc,"paracentral lobule, caudal part","paracentral lobule, caudal part",PCLc,DHBA:12138,#E49C33,27,237,191,44,1,1,1,PCLc
1904,PaO,parietal operculum,parietal operculum,PaO,DHBA:13230,#E8AF66,69,230,177,141,1,1,1,PaO
1905,CgGc,"cingulate gyrus, caudal (posterior) part","cingulate gyrus, caudal (posterior) part",CgGc,DHBA:12158,#DF4F72,47,230,200,248,1,1,1,CgGc
1906,Ann,annectant gyrus,,,DHBA:AA30544,,2026,255,250,200,1,1,1,Ann
1907,RES,rostral ectosylvian gyrus,,,DHBA:AA30545,,2027,0,0,128,1,1,1,RES
1908,RSS,rostral suprasylvian gyrus,,,DHBA:AA30546,,2028,0,128,128,1,1,1,RSS
1909,RSG,rostral sylvian gyrus,,,DHBA:AA30547,,2029,230,25,75,1,1,1,RSG
1910,SPG,splenial gyrus,,,DHBA:AA30548,,2030,0,130,200,1,1,1,SPG
1911,TemL,temporal lobe,temporal lobe,TemL,DHBA:12139,#EBBFD0,28,209,103,90,1,1,1,TemL
1912,STG,superior temporal gyrus,superior temporal gyrus,STG,DHBA:12140,#D670A0,29,6,215,226,1,1,1,STG
1913,MTG,middle temporal gyrus,middle temporal gyrus,MTG,DHBA:12141,#D55C92,30,171,71,73,1,1,1,MTG
1914,ITG,inferior temporal gyrus,inferior temporal gyrus,ITG,DHBA:12142,#D55C92,31,248,52,29,1,1,1,ITG
1915,FuG,fusiform (occipitotemporal) gyrus,,,DHBA:AA30549,,2032,60,180,75,1,1,1,FuG
1916,TTG,transverse temporal gyrus (Heschl's gyrus),transverse temporal gyrus (Heschl's gyrus),TTG,DHBA:12144,#D670A0,33,23,156,13,1,1,1,TTG
1917,PLT,planum temporale,planum temporale,PLT,DHBA:12145,#D670A0,34,141,230,230,1,1,1,PLT
1918,TP,temporal pole (temporopolar cortex),temporal pole,TP,DHBA:12146,#C8538B,35,223,139,152,1,1,1,TP
1919,PLP,planum polare,planum polare,PLP,DHBA:12147,#D670A0,36,70,172,63,1,1,1,PLP
1920,HiG,hippocampal gyrus,,,DHBA:AA30550,,2033,145,30,180,1,1,1,HiG
1921,HiH,head of hippocampus,head of hippocampus,HiH,DHBA:12171,#AA9DC6,60,227,220,64,1,1,1,HiH
1922,HiD,digitations of hippocampus,digitations of hippocampus,HiD,DHBA:12172,#AA9DC6,61,153,133,252,1,1,1,HiD
1923,HiB,body of hippocampus,body of hippocampus,HiB,DHBA:12173,#AA9DC6,62,179,152,49,1,1,1,HiB
1924,HiT,tail of hippocampus,tail of hippocampus,HiT,DHBA:12174,#AA9DC6,63,144,43,240,1,1,1,HiT
1925,FaG,fasciolar gyrys,fasciolar gyrus,FaG,DHBA:12175,#9988BB,64,51,87,124,1,1,1,FaG
1926,Retz,Retzius' gyrus,Retzius' gyrus,Retz,DHBA:13233,#9988BB,72,78,125,49,1,1,1,Retz
1927,UN,uncus of (para)hippocampal gyrus,uncus of parahippocampal gyrus,UN,DHBA:12165,#D2BFB2,54,194,147,217,1,1,1,UN
1928,BnG,band of Giacomini,band of Giacomini,BG,DHBA:12167,#8A7AB1,56,60,180,75,1,1,1,BnG
1929,ILG,intralimbic gryus,intralimbic gyrus,ILG,DHBA:12168,#AA9DC6,57,32,55,84,1,1,1,ILG
1930,SLG,semilunar gyrus,semilunar gyrus,SLG,DHBA:12169,#AA9DC6,58,237,246,205,1,1,1,SLG
1931,PHG,parahippocampal gyrus,parahippocampal gyrus,PHG,DHBA:12162,#D2BFB2,51,154,18,176,1,1,1,PHG
1932,AG,ambiens gyrus,ambiens gyrus,AG,DHBA:12166,#D2BFB2,55,135,200,34,1,1,1,AG
1933,APH,anterior parahippocampal gyrus,anterior parahippocampal gyrus,APH,DHBA:12163,#D2BFB2,52,77,252,137,1,1,1,APH
1934,PPH,posterior parahippocampal gyrus,posterior parahippocampal gyrus,PPH,DHBA:12164,#C15184,53,154,215,131,1,1,1,PPH
1935,IsCPH,cingulate-parahippocampal isthmus,cingulo-parahippocampal isthmus,IsCPH,DHBA:12159,#C4AD9A,48,252,176,66,1,1,1,IsCPH
1936,PRG,perirhinal gyrus,perirhinal gyrus ( rostral part of FuGt),PRG,DHBA:146034892,#D55C92,2017,145,30,180,1,1,1,PRG
1937,CSG,caudal sylvian gyrus,,,DHBA:AA30551,,2034,170,110,40,1,1,1,CSG
1938,MES,middle ectosylvian gyrus,,,DHBA:AA30552,,2035,255,225,25,1,1,1,MES
1939,CES,caudal ectosylvian gyrus,,,DHBA:AA30553,,2036,145,30,180,1,1,1,CES
1940,CCG,caudal composite gyrus,,,DHBA:AA30554,,2037,240,50,230,1,1,1,CCG
1941,OccL,occipital lobe,occipital lobe,OccL,DHBA:12148,#E7ACA1,37,156,147,120,1,1,1,OccL
1942,OP,occipital pole,occipital pole,OP,DHBA:12149,#C13331,38,121,217,121,1,1,1,OP
1943,Cun,cuneus (gyrus),cuneus,Cun,DHBA:12150,#C13331,39,195,67,76,1,1,1,Cun
1944,LiG,lingual gyrus,lingual gyrus,LiG,DHBA:12151,#C13331,40,160,199,170,1,1,1,LiG
1945,IOG,inferior occipital gyrus,inferior occipital gyrus,IOG,DHBA:12153,#D14D46,42,47,173,40,1,1,1,IOG
1946,SOG,superior occipital gyrus,superior occipital gyrus,SOG,DHBA:12154,#D14D46,43,176,141,45,1,1,1,SOG
1947,PrLG,prelunate gyrus,,,DHBA:AA30555,,2038,170,255,195,1,1,1,PrLG
1948,MrG,marginal gyrus,,,DHBA:AA30556,,2039,145,30,180,1,1,1,MrG
1949,EMG,ectomarginal gyrus,,,DHBA:AA30557,,2040,245,130,48,1,1,1,EMG
